Cantidad_plantas,Pileta,Apto_credito,antiguedad,dormitorios,cocheras,baños,ambientes,m2_totales,m2_cubiertos,expenses,price,vivienda,latitud,longitud,precio_m2_cercano
1,no,no,15.0,2.0,,1.0,3.0,285.0,85.0,,75000.0,Casa,-32.94682,-60.63932,1396.3582912794902
1,no,no,0.0,2.0,,1.0,3.0,146.0,80.0,,180000.0,PH,-34.5226821,-58.5095256,
1,no,no,0.0,1.0,1.0,2.0,1.0,85.0,65.0,,140000.0,Departamento,,,
1,no,no,0.0,1.0,,1.0,2.0,58.0,58.0,,98000.0,Departamento,-40.7615414,-71.647619,
1,no,no,47.0,4.0,2.0,4.0,5.0,191.0,167.0,832000.0,530000.0,Departamento,-34.5835051,-58.4135288,2996.3788967722962
1,no,no,0.0,1.0,,1.0,2.0,57.0,45.0,,170535.0,Departamento,-34.62264,-58.44104,2483.578936989784
1,no,no,0.0,2.0,,2.0,3.0,138.0,56.0,,206000.0,Departamento,-34.60948,-58.39225,1640.5858729033782
1,no,no,25.0,3.0,2.0,3.0,5.0,1024.0,302.0,494000.0,330000.0,Casa,-34.45761,-58.91385,887.492377176274
1,no,no,7.0,1.0,1.0,1.0,2.0,49.0,43.0,84000.0,115000.0,Departamento,-34.0,-64.0,1138.1162201689413
1,no,no,20.0,1.0,,1.0,1.0,38.0,35.0,50000.0,89000.0,Departamento,-34.57365,-58.44924,2485.070441919575
1,no,no,0.0,2.0,2.0,3.0,8.0,253.0,150.0,,181500.0,Casa,-33.53536,-63.31722,660.0
1,no,no,53.0,,,1.0,1.0,29.0,29.0,77273.0,64900.0,Departamento,-34.5627,-58.45829,2524.063070801955
1,no,no,0.0,1.0,,1.0,1.0,35.0,32.0,58500.0,98000.0,Departamento,,,
1,no,no,0.0,2.0,,1.0,3.0,143.0,66.0,,370000.0,Departamento,-34.58856,-58.43053,3099.3714799105555
1,no,no,7.0,1.0,1.0,1.0,2.0,59.0,54.0,,255000.0,Departamento,-34.52947,-58.4737,1357.2513765651022
1,no,no,17.0,4.0,3.0,2.0,6.0,310.0,220.0,,220000.0,Casa,-34.6516192,-58.664615,1296.9881751645623
1,no,no,10.0,4.0,1.0,4.0,5.0,250.0,250.0,,480000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,1.0,4.0,1.0,3.0,5.0,290.0,160.0,,180000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,44.0,4.0,1.0,3.0,5.0,183.0,140.0,,165000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,20.0,4.0,2.0,2.0,5.0,263.0,158.0,,159000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,16.0,4.0,1.0,2.0,5.0,206.0,190.0,,390000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,15.0,4.0,1.0,2.0,5.0,250.0,150.0,,160000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,16.0,4.0,2.0,3.0,4.0,280.0,180.0,,260000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,5.0,4.0,3.0,3.0,5.0,330.0,250.0,,260000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,8.0,4.0,3.0,3.0,5.0,330.0,200.0,,250000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,30.0,4.0,3.0,2.0,6.0,330.0,240.0,,220000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,,4.0,4.0,4.0,5.0,233.0,233.0,,230000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,,4.0,1.0,3.0,5.0,260.0,285.0,,220000.0,Casa,-34.6453704,-58.6651624,743.4949898820771
1,no,no,0.0,4.0,1.0,2.0,5.0,180.0,180.0,,138000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,35.0,4.0,2.0,4.0,5.0,300.0,180.0,,210000.0,Casa,,,
1,no,no,25.0,4.0,1.0,2.0,5.0,200.0,152.0,,199000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,15.0,4.0,2.0,3.0,5.0,202.0,202.0,,179000.0,Casa,,,
1,no,no,0.0,2.0,1.0,2.0,3.0,123.0,69.0,198.0,162000.0,Departamento,-34.0,-64.0,1138.1162201689413
1,no,sí,40.0,4.0,10.0,2.0,5.0,400.0,100.0,,139900.0,Casa,-34.5864226,-58.5694545,1297.2972972972973
1,no,no,0.0,,,1.0,1.0,44.0,44.0,,130000.0,Departamento,-34.62264,-58.44104,2483.578936989784
1,no,no,16.0,1.0,,1.0,2.0,41.0,41.0,,53000.0,Departamento,-31.019881,-64.0631705,
1,no,no,10.0,,,1.0,,84.0,84.0,,345000.0,Departamento,-34.5923758,-58.3951643,2334.7368108095943
1,no,no,0.0,2.0,,1.0,3.0,60.0,53.0,100000.0,146600.0,Departamento,-34.60064,-58.51231,2447.237082332933
1,no,no,78.0,1.0,1.0,1.0,3.0,162.0,107.0,,215000.0,Casa,-34.52947,-58.4737,2105.969727684583
1,no,no,,1.0,,,,64.0,57.0,,168965.0,Departamento,-34.572697,-58.4814541,2280.4611601450674
1,no,no,8.0,1.0,1.0,1.0,2.0,77.0,64.0,289000.0,218000.0,Departamento,-34.5374412,-58.4968816,1108.5972850678734
1,no,no,30.0,3.0,,2.0,5.0,275.0,218.0,,180000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,45.0,3.0,1.0,2.0,6.0,216.0,197.0,629243.0,,Departamento,-34.58333,-58.38333,3139.9474245041843
1,no,no,45.0,4.0,,3.0,5.0,202.0,120.0,,160000.0,Casa,-34.6635671,-58.3549997,
1,no,no,0.0,3.0,,2.0,4.0,109.0,106.0,,356400.0,Departamento,-34.5857072,-58.4253793,3008.1127386518137
1,no,no,15.0,,,1.0,1.0,42.0,37.0,107000.0,119500.0,Departamento,-34.58856,-58.43053,3073.5889291280046
1,no,no,55.0,3.0,,1.0,4.0,125.0,100.0,,220000.0,Departamento,-34.585887,-58.4132667,3097.4453604599976
1,no,no,0.0,,,1.0,1.0,37.0,37.0,,83900.0,Departamento,,,
1,no,no,3.0,2.0,,1.0,3.0,131.0,58.0,254000.0,245000.0,Departamento,-34.5534945,-58.4976646,1782.8389830508474
1,no,no,2.0,2.0,2.0,2.0,3.0,143.0,99.0,550000.0,420000.0,Departamento,-34.45761,-58.91385,626.0126459699802
1,no,no,30.0,4.0,3.0,5.0,8.0,402.0,402.0,,600000.0,Casa,-34.4881247,-58.4956145,
1,no,no,40.0,2.0,,1.0,3.0,59.0,56.0,4000.0,65000.0,Departamento,-32.9383557,-60.6390284,1251.3279269070204
1,no,no,8.0,2.0,1.0,2.0,3.0,67.0,64.0,240000.0,220000.0,Departamento,-34.5912861,-58.4085074,2450.6289207647583
1,no,no,,2.0,1.0,2.0,,222.0,120.0,,160000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,20.0,3.0,2.0,2.0,4.0,220.0,,,160000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,15.0,3.0,1.0,1.0,4.0,227.0,110.0,,180000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,0.0,,,,,,,,160000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,15.0,3.0,1.0,2.0,6.0,,210.0,,180000.0,Casa,-34.6445917,-58.6801746,516.758523382747
1,no,no,20.0,2.0,1.0,1.0,3.0,173.0,100.0,,168000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,,2.0,1.0,2.0,3.0,169.0,77.0,217.0,167997.0,Casa,,,
1,no,no,35.0,2.0,1.0,1.0,3.0,223.0,90.0,,180000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,15.0,3.0,1.0,2.0,4.0,224.0,183.0,,158000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,40.0,3.0,1.0,1.0,4.0,192.0,192.0,,170000.0,Casa,-34.6226595,-58.6982978,1136.6772520728216
1,no,no,10.0,4.0,1.0,2.0,6.0,200.0,200.0,,160000.0,Casa,-34.6056927,-58.6869968,853.2754022034791
1,no,no,9.0,3.0,1.0,2.0,4.0,205.0,130.0,,185000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,30.0,3.0,1.0,2.0,4.0,220.0,160.0,,160000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,15.0,3.0,1.0,2.0,4.0,180.0,130.0,,160000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,0.0,2.0,2.0,1.0,3.0,230.0,80.0,,163000.0,Casa,-34.6278194,-58.665444,1004.6697764141469
1,no,no,0.0,2.0,1.0,1.0,3.0,260.0,100.0,,170000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,,3.0,1.0,2.0,4.0,225.0,120.0,,180000.0,Casa,-34.6423548,-58.6661324,642.2289173149313
1,no,no,41.0,4.0,1.0,3.0,5.0,211.0,211.0,,190000.0,Casa,-34.6547228,-58.6669964,1296.9881751645623
1,no,no,50.0,4.0,,1.0,5.0,110.0,103.0,130000.0,249500.0,Departamento,-34.5947936,-58.4052229,2694.2948839964724
1,no,no,50.0,2.0,,1.0,3.0,101.0,62.0,,96500.0,PH,-34.63814,-58.50273,1748.2575757575755
1,no,no,0.0,3.0,2.0,4.0,,180.0,176.0,,,Departamento,-31.426493,-64.184437,1270.9858153419889
1,no,no,70.0,2.0,1.0,1.0,3.0,400.0,80.0,,96000.0,Casa,-34.92145,-57.95453,876.9024016715096
1,no,no,0.0,2.0,2.0,2.0,3.0,103.0,82.0,,165000.0,Departamento,-34.4909629,-58.9915408,
1,no,no,40.0,4.0,,2.0,5.0,182.0,140.0,,259000.0,PH,-34.63413,-58.44322,2656.5563725490197
1,no,no,0.0,3.0,,2.0,4.0,113.0,100.0,,265000.0,Departamento,-34.61082,-58.481,1370.3703703703704
1,no,no,,,,1.0,1.0,45.0,34.0,,113405.0,Departamento,-34.5629703,-58.4613944,2492.4016287956847
1,no,no,50.0,1.0,,1.0,2.0,45.0,45.0,76000.0,72000.0,Departamento,-34.60948,-58.39225,1604.837080632847
1,no,no,45.0,3.0,1.0,3.0,5.0,145.0,134.0,543000.0,440000.0,Departamento,-34.54955,-58.46684,2924.078545115241
1,no,no,0.0,1.0,,1.0,2.0,47.0,40.0,,94996.0,Departamento,-32.94682,-60.63932,1220.5549318170042
1,no,no,4.0,1.0,1.0,1.0,2.0,74.0,53.0,,65000.0,Casa,-32.89846,-60.90681,
1,no,no,23.0,3.0,3.0,4.0,4.0,624.0,404.0,,320000.0,Casa,-34.6418088,-58.6470841,1226.0898576512454
1,no,no,35.0,3.0,1.0,2.0,5.0,676.0,175.0,320000.0,190000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,0.0,,,1.0,1.0,34.0,34.0,,57000.0,Departamento,-32.9587581,-60.6259352,
1,no,no,0.0,2.0,,2.0,3.0,106.0,96.0,,234000.0,Departamento,-34.64286,-58.52386,2360.0
1,no,no,20.0,3.0,1.0,5.0,7.0,335.0,335.0,,550000.0,Casa,-34.56667,-58.48333,2480.1185761898437
1,no,no,70.0,2.0,,1.0,3.0,70.0,70.0,60000.0,130000.0,Departamento,-34.5222287,-58.488651,2538.299253489127
1,no,no,0.0,2.0,,1.0,3.0,65.0,65.0,95000.0,90000.0,Departamento,,,
1,no,no,30.0,2.0,1.0,1.0,3.0,100.0,100.0,,130000.0,Casa,-38.00228,-57.55754,1962.354087986998
1,no,no,0.0,,,1.0,1.0,21.0,21.0,,99000.0,Departamento,-34.58856,-58.43053,2886.684167223243
1,no,no,0.0,2.0,1.0,2.0,3.0,101.0,67.0,,339500.0,Departamento,-34.507122,-58.483075,2880.4347826086955
1,no,no,0.0,1.0,,1.0,2.0,51.0,41.0,,127300.0,PH,-34.60064,-58.51231,2434.0508078231296
1,no,no,6.0,2.0,2.0,2.0,3.0,260.0,125.0,,196000.0,Casa,-34.6588344,-58.677067,731.6166489030707
1,no,no,,,2.0,3.0,5.0,260.0,,,200000.0,Casa,-34.644961,-58.6708626,689.902356232464
1,no,no,56.0,4.0,1.0,2.0,5.0,255.0,245.0,,199999.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,20.0,3.0,1.0,2.0,4.0,212.0,118.0,,169000.0,Casa,,,
1,no,no,3.0,2.0,2.0,,3.0,260.0,125.0,,195000.0,Casa,-34.6623408,-58.6811536,614.4168537713718
1,no,no,25.0,3.0,,2.0,4.0,277.0,130.0,,195000.0,Casa,-34.6398745,-58.663782,690.8190180486711
1,no,no,10.0,3.0,1.0,2.0,5.0,200.0,150.0,,210000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,0.0,3.0,,1.0,5.0,209.0,97.0,,175000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,34.0,3.0,2.0,2.0,4.0,258.0,113.0,,199000.0,Casa,,,
1,no,no,10.0,4.0,2.0,3.0,5.0,180.0,180.0,,200000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,35.0,3.0,1.0,3.0,4.0,260.0,160.0,,180000.0,Casa,-34.6344084,-58.6584089,714.3719858832824
2,no,no,20.0,2.0,1.0,1.0,3.0,160.0,160.0,,185000.0,Casa,-34.0,-64.0,1138.1162201689413
2,no,no,30.0,3.0,2.0,3.0,4.0,256.0,177.0,,199000.0,Casa,-34.6344084,-58.6584089,705.8683801140515
1,no,no,36.0,4.0,1.0,3.0,5.0,262.0,210.0,,198000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,25.0,3.0,2.0,3.0,4.0,200.0,150.0,,180000.0,Casa,,,
1,no,no,0.0,3.0,,2.0,4.0,180.0,110.0,,200000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,,4.0,2.0,4.0,5.0,250.0,250.0,,197000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,20.0,5.0,2.0,2.0,6.0,250.0,150.0,30000.0,198000.0,Casa,-34.65471,-58.6887436,786.6481436789797
1,no,no,0.0,,,1.0,1.0,22.0,22.0,12000.0,35000.0,Departamento,-34.6337865,-58.6305074,
1,no,no,70.0,2.0,,1.0,3.0,125.0,105.0,,120000.0,Casa,-34.9206797,-57.9537638,732.9024016715094
1,no,no,40.0,4.0,2.0,3.0,5.0,499.0,173.0,,260000.0,Casa,-32.94682,-60.63932,1370.5698723363407
1,no,no,0.0,2.0,,1.0,3.0,260.0,78.0,,62000.0,PH,-34.6932714,-58.6372458,
1,no,no,5.0,2.0,1.0,2.0,3.0,69.0,65.0,,185000.0,Departamento,-34.7445915,-58.3908645,878.3108108108108
1,no,no,0.0,3.0,,3.0,4.0,140.0,118.0,,433400.0,Departamento,-34.6166739,-58.438638,2322.7223441257784
1,no,no,17.0,1.0,1.0,1.0,2.0,57.0,54.0,200000.0,129500.0,Departamento,-34.6078264,-58.4525915,2221.145682828457
1,no,no,0.0,1.0,,1.0,1.0,40.0,34.0,,49000.0,Departamento,-34.6578095,-58.5402531,
1,no,no,10.0,2.0,1.0,1.0,3.0,75.0,75.0,520000.0,340000.0,Departamento,46.0708,8.26709,
1,no,no,0.0,3.0,2.0,3.0,5.0,833.0,216.0,,425000.0,Casa,-33.85,-66.38333,391.2922254665306
1,no,no,54.0,1.0,,1.0,2.0,48.0,48.0,120000.0,89000.0,Departamento,-34.634654,-58.4847087,
1,no,no,0.0,2.0,,1.0,3.0,110.0,70.0,,159000.0,Departamento,-34.59542,-58.47156,1559.6779237023138
1,no,no,0.0,,,1.0,,41.0,41.0,,130000.0,Departamento,-34.5510412,-58.4668055,2904.6144095871864
1,no,no,0.0,2.0,,1.0,3.0,76.0,62.0,85000.0,80000.0,Departamento,-31.411914,-64.1590296,
1,no,no,0.0,1.0,,1.0,2.0,41.0,38.0,,144000.0,Departamento,-34.5627,-58.45829,2492.4016287956847
1,no,no,15.0,1.0,,1.0,2.0,50.0,44.0,188000.0,120000.0,Departamento,-34.62264,-58.44104,2542.7631475160997
1,no,no,50.0,2.0,,2.0,3.0,144.0,135.0,500000.0,495000.0,Departamento,-34.588498,-58.3880497,2744.3525752571704
1,no,no,,3.0,1.0,2.0,4.0,133.0,105.0,,227000.0,PH,-34.5034982,-58.5011154,
1,no,no,19.0,4.0,3.0,3.0,5.0,272.0,195.0,500000.0,320000.0,Casa,-34.4387277,-58.8948454,
1,no,no,0.0,,,1.0,2.0,49.0,26.0,,156700.0,Departamento,-34.5955681,-58.4199375,2317.133932861107
1,no,no,40.0,3.0,1.0,1.0,4.0,310.0,130.0,,200000.0,Casa,-34.6344084,-58.6584089,719.0866260817935
2,no,no,0.0,3.0,,3.0,4.0,232.0,170.0,,220000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,70.0,5.0,1.0,3.0,6.0,300.0,244.0,,199000.0,Casa,-34.6649342,-58.6649782,833.3333333333334
1,no,no,10.0,3.0,2.0,2.0,4.0,270.0,150.0,,188000.0,Casa,-34.6049943,-58.6925829,948.7727402927394
1,no,no,70.0,3.0,1.0,3.0,4.0,305.0,150.0,,200000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,sí,no,30.0,3.0,2.0,2.0,4.0,239.0,160.0,,200000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,20.0,5.0,3.0,3.0,6.0,320.0,250.0,,195000.0,Casa,-34.6518449,-58.6644994,1296.9881751645623
1,no,no,40.0,3.0,2.0,2.0,4.0,275.0,160.0,,180000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,10.0,3.0,2.0,2.0,4.0,216.0,120.0,,210000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,50.0,3.0,2.0,1.0,4.0,230.0,105.0,,220000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,0.0,4.0,,2.0,6.0,225.0,175.0,,180000.0,Casa,-34.6339789,-58.6618584,679.9360884473848
1,no,no,0.0,2.0,,1.0,3.0,225.0,133.0,,180000.0,Casa,-34.6547228,-58.6669964,1296.9881751645623
1,no,no,,3.0,1.0,3.0,4.0,256.0,256.0,,210000.0,Casa,-34.65471,-58.6887436,780.9856436789797
1,no,no,,5.0,2.0,2.0,6.0,307.0,200.0,,198000.0,Casa,-34.65471,-58.6887436,816.0579156659504
1,no,no,25.0,3.0,3.0,1.0,4.0,285.0,120.0,,200000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,15.0,5.0,3.0,3.0,6.0,220.0,220.0,,195000.0,Casa,-34.6518449,-58.6644994,1296.9881751645623
1,no,no,20.0,3.0,2.0,2.0,4.0,236.0,88.0,,220000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,33.0,3.0,1.0,2.0,4.0,272.0,238.0,699300.0,595000.0,Departamento,-34.6,-58.45,2229.5886652845975
1,no,no,0.0,1.0,,1.0,2.0,58.0,52.0,,170000.0,Departamento,-34.5762892,-58.435162,3246.965947717254
1,no,no,100.0,5.0,2.0,2.0,7.0,200.0,200.0,,110000.0,Casa,-32.9080439,-60.6831014,
1,no,no,60.0,3.0,1.0,2.0,5.0,180.0,135.0,,189000.0,PH,-34.59542,-58.47156,1625.5870146114048
1,no,no,30.0,1.0,,1.0,2.0,42.0,42.0,56000.0,77000.0,Departamento,-34.5952,-58.48138,1495.0314590558494
1,no,no,60.0,2.0,,2.0,4.0,95.0,95.0,206000.0,235000.0,Departamento,-34.5627,-58.45829,2500.487753197599
1,no,no,4.0,2.0,1.0,1.0,3.0,61.0,57.0,250000.0,198000.0,Departamento,-34.62264,-58.44104,2458.172983581673
1,no,no,0.0,1.0,,1.0,2.0,66.0,38.0,40000.0,80770.0,Departamento,-34.63814,-58.50273,1614.086408640864
1,no,no,17.0,4.0,1.0,2.0,5.0,251.0,191.0,,200000.0,Casa,-34.767142,-58.385322,
1,sí,no,5.0,5.0,2.0,3.0,7.0,898.0,291.0,160000.0,330000.0,Casa,-34.45761,-58.91385,882.9706100548931
1,no,no,0.0,1.0,,2.0,2.0,76.0,76.0,,150000.0,Departamento,-31.4249742,-64.1818663,1018.5185185185185
1,no,no,0.0,1.0,,1.0,2.0,51.0,46.0,,245000.0,Departamento,-34.60944,-58.36186,4812.214509628303
1,no,no,,2.0,,2.0,3.0,146.0,120.0,,367125.0,Departamento,-34.800382,-58.396736,2757.5757575757575
1,no,no,0.0,1.0,,1.0,2.0,56.0,46.0,150000.0,172000.0,Departamento,-34.6,-58.4151,2202.030215804025
1,no,no,30.0,2.0,1.0,1.0,3.0,80.0,75.0,,90000.0,Casa,-38.0301651,-57.563238,
1,no,no,0.0,1.0,,1.0,2.0,46.0,42.0,,125000.0,Departamento,-34.60001,-58.44735,2176.599534849815
1,no,no,0.0,3.0,2.0,3.0,4.0,243.0,223.0,700000.0,475000.0,Casa,-34.42603,-58.57962,2396.8544891640868
1,no,no,35.0,3.0,2.0,3.0,4.0,600.0,160.0,350000.0,184000.0,Casa,,,
1,no,no,0.0,1.0,1.0,1.0,1.0,61.0,41.0,4700.0,210000.0,Departamento,-34.58856,-58.43053,3013.850443569847
1,no,no,,,,1.0,1.0,44.0,35.0,,112400.0,Departamento,-34.5627,-58.45829,2492.4016287956847
1,no,no,0.0,3.0,,2.0,4.0,154.0,122.0,,463500.0,Departamento,-34.0,-64.0,1138.1162201689413
1,no,no,29.0,3.0,2.0,2.0,4.0,280.0,228.0,,225000.0,Casa,,,
1,no,no,0.0,3.0,,3.0,4.0,232.0,170.0,,220000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,20.0,3.0,1.0,2.0,4.0,287.0,177.0,,235000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,,3.0,,2.0,4.0,260.0,130.0,,250000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,30.0,3.0,2.0,2.0,4.0,239.0,160.0,,200000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,0.0,3.0,2.0,2.0,4.0,283.0,120.0,240000.0,265000.0,Casa,,,
1,no,no,12.0,3.0,1.0,3.0,4.0,240.0,160.0,,250000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,20.0,3.0,2.0,3.0,4.0,293.0,216.0,,240000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,0.0,3.0,2.0,1.0,4.0,252.0,141.0,10000.0,260000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,8.0,3.0,2.0,3.0,4.0,240.0,140.0,,249000.0,Casa,,,
1,no,no,0.0,3.0,4.0,2.0,4.0,967.0,273.0,136000.0,430000.0,Casa,,,
1,no,no,50.0,3.0,,2.0,4.0,105.0,94.0,208000.0,253000.0,Departamento,-34.5736847,-58.4307062,3343.513853011067
1,no,no,0.0,2.0,,1.0,3.0,83.0,71.0,,149000.0,Departamento,-34.7028782,-58.3811603,
1,no,no,15.0,4.0,2.0,3.0,5.0,1040.0,175.0,380000.0,360000.0,Casa,-34.45761,-58.91385,885.1035550608894
1,no,no,0.0,,1.0,1.0,1.0,53.0,35.0,,75900.0,Departamento,-32.9374721,-60.6474216,1672.1899635676787
1,no,no,0.0,4.0,1.0,3.0,5.0,214.0,181.0,300000.0,250000.0,Casa,,,
1,no,no,45.0,2.0,,2.0,3.0,92.0,87.0,150000.0,185000.0,Departamento,-34.5908756,-58.400701,2859.651108573949
1,no,no,6.0,4.0,2.0,,5.0,380.0,171.0,380000.0,180000.0,Casa,-34.4576053,-58.8904576,
1,no,no,60.0,2.0,1.0,2.0,3.0,445.0,173.0,,175500.0,PH,-34.52975,-58.5476,
1,no,no,0.0,1.0,,1.0,2.0,69.0,57.0,,165000.0,Departamento,-34.593998,-58.4296248,3039.1938197328955
1,no,no,6.0,,1.0,1.0,1.0,32.0,29.0,133000.0,92500.0,Departamento,-34.6254293,-58.4478662,2473.191718944671
1,no,no,0.0,1.0,,1.0,2.0,39.0,38.0,45000.0,54900.0,Departamento,,,
2,no,no,0.0,4.0,1.0,3.0,5.0,630.0,190.0,,320000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,16.0,2.0,1.0,1.0,3.0,94.0,59.0,55000.0,85000.0,Departamento,-31.42414,-64.49778,
1,no,no,0.0,2.0,,2.0,3.0,76.0,62.0,,179776.0,Departamento,-34.42603,-58.57962,2191.4839022028564
1,no,no,50.0,2.0,,1.0,3.0,83.0,76.0,306000.0,239000.0,Departamento,-34.58856,-58.43053,3070.160931422898
1,no,no,0.0,4.0,2.0,3.0,5.0,340.0,220.0,99000.0,458000.0,Casa,36.56635,-121.94662,
1,no,no,0.0,1.0,,1.0,2.0,97.0,43.0,,113000.0,Departamento,-34.0,-64.0,1138.1162201689413
1,no,no,0.0,3.0,2.0,4.0,4.0,318.0,149.0,,120000.0,Casa,-34.7211744,-58.2407952,
1,no,no,0.0,2.0,1.0,2.0,3.0,159.0,103.0,,168000.0,Casa,-34.49007,-58.83109,1152.1739130434783
1,no,no,30.0,2.0,,2.0,3.0,80.0,77.0,,73500.0,Casa,-38.0711266,-57.5507865,173.11111111111111
1,no,no,50.0,3.0,,1.0,4.0,90.0,90.0,230000.0,245000.0,Departamento,-34.5627,-58.45829,2475.6339520280085
1,no,no,80.0,3.0,,2.0,4.0,151.0,151.0,445000.0,465000.0,Departamento,-34.58333,-58.38333,3160.1064997804133
1,no,no,35.0,3.0,1.0,2.0,4.0,277.0,221.0,,320000.0,Casa,-34.6526576,-58.6671478,1296.9881751645623
1,no,no,20.0,3.0,1.0,3.0,4.0,262.0,170.0,,200000.0,Casa,-34.65582,-58.65836,1296.9881751645623
