Cantidad_plantas,Pileta,Apto_credito,antiguedad,dormitorios,cocheras,baños,ambientes,m2_totales,m2_cubiertos,expenses,price,vivienda,latitud,longitud,precio_m2_cercano
1,no,no,,3.0,,2.0,4.0,259.0,205.0,,235000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,15.0,3.0,1.0,3.0,4.0,300.0,230.0,,250000.0,Casa,-34.6618846,-58.6679996,975.2256641542614
1,no,no,30.0,3.0,1.0,2.0,4.0,260.0,233.0,,200000.0,Casa,-34.65582,-58.65836,1296.9881751645623
2,no,no,50.0,3.0,1.0,2.0,4.0,292.0,156.0,,260000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,0.0,2.0,1.0,1.0,3.0,66.0,62.0,,137000.0,Departamento,-34.0,-64.0,1138.1162201689413
1,no,no,0.0,2.0,,1.0,3.0,193.0,75.0,,302000.0,Departamento,-34.56667,-58.48333,2495.52341726942
1,no,no,0.0,2.0,2.0,2.0,3.0,450.0,124.0,,77900.0,Casa,-38.06482,-57.55211,918.75
1,no,no,14.0,1.0,1.0,1.0,2.0,56.0,56.0,,73500.0,Departamento,-34.0,-64.0,1138.1162201689413
1,no,no,70.0,2.0,,1.0,3.0,152.0,120.0,,110000.0,Casa,-34.5287692,-58.5313258,
1,no,no,40.0,2.0,,1.0,3.0,236.0,,,149000.0,Casa,-34.76088,-58.40632,2632.6530612244896
1,no,no,18.0,4.0,,3.0,5.0,830.0,177.0,,290000.0,Casa,-34.45761,-58.91385,884.7791806401294
1,no,no,20.0,1.0,,2.0,2.0,51.0,51.0,100000.0,119000.0,Departamento,-34.6078017,-58.4961693,2338.235294117647
1,no,no,0.0,1.0,,1.0,2.0,52.0,44.0,30000.0,89900.0,Departamento,-34.76531,-58.21278,
1,no,no,40.0,1.0,,1.0,2.0,65.0,65.0,85000.0,82000.0,Departamento,-34.6,-58.4151,2403.1291169029264
1,no,no,18.0,4.0,,3.0,7.0,891.0,281.0,,348000.0,Casa,-34.45761,-58.91385,880.6617006190348
1,no,no,0.0,1.0,,1.0,2.0,46.0,40.0,7900.0,67000.0,Departamento,,,
1,no,no,3.0,3.0,3.0,2.0,4.0,250.0,220.0,,180000.0,PH,-31.34377,-64.33529,
1,no,no,0.0,,,1.0,1.0,32.0,27.0,,64700.0,Departamento,-32.94682,-60.63932,1220.4865807531746
1,no,no,57.0,2.0,,1.0,3.0,58.0,54.0,94000.0,123000.0,Departamento,-34.611957,-58.4406843,3095.714285714286
1,no,no,0.0,3.0,4.0,3.0,4.0,675.0,153.0,270000.0,299000.0,Casa,-38.00228,-57.55754,2048.057791690702
1,no,no,0.0,1.0,1.0,1.0,2.0,49.0,49.0,,160000.0,Departamento,-34.76088,-58.40632,1315.677966101695
1,no,no,14.0,3.0,1.0,2.0,4.0,110.0,83.0,28000.0,169999.0,PH,-34.6363152,-58.5747331,540.0
1,no,no,0.0,,,1.0,1.0,38.0,33.0,,123345.0,Departamento,-34.5627,-58.45829,2423.2640689870727
1,no,no,0.0,6.0,2.0,4.0,7.0,800.0,320.0,,470000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,0.0,2.0,,1.0,3.0,66.0,50.0,,230900.0,Departamento,-25.94571,-62.91121,
1,no,no,22.0,3.0,2.0,,4.0,223.0,135.0,,220000.0,Casa,-34.636996,-58.6583103,703.0565436912166
1,no,no,30.0,3.0,2.0,2.0,4.0,261.0,154.0,,225000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,55.0,1.0,,1.0,2.0,35.0,,116603.0,76000.0,Departamento,-34.5627,-58.45829,2530.7133171073733
1,no,no,10.0,1.0,,1.0,2.0,57.0,53.0,90000.0,100000.0,Departamento,-34.92145,-57.95453,574.0252086890533
1,no,no,0.0,2.0,1.0,1.0,3.0,111.0,74.0,,160000.0,Casa,-27.456773,-59.0043428,
1,no,no,7.0,4.0,2.0,4.0,5.0,238.0,238.0,610000.0,490000.0,Casa,-34.44882,-58.64296,
1,no,no,0.0,3.0,1.0,2.0,4.0,149.0,121.0,,400000.0,Departamento,-38.0197059,-57.5490803,
1,no,no,0.0,,,1.0,1.0,34.0,30.0,,88900.0,Departamento,-32.9381151,-60.676738,1255.3191489361702
1,no,no,0.0,3.0,3.0,2.0,4.0,801.0,180.0,500000.0,329000.0,Casa,-33.85,-66.38333,405.50186866035176
1,no,no,30.0,2.0,1.0,1.0,4.0,150.0,99.0,,209000.0,Casa,-34.52947,-58.4737,2089.42651780804
1,no,no,60.0,3.0,1.0,2.0,5.0,163.0,154.0,250000.0,250000.0,Departamento,-32.94682,-60.63932,1269.2998476243401
1,no,no,0.0,1.0,,1.0,2.0,56.0,46.0,154890.0,205300.0,Departamento,-34.5885355,-58.4193674,2878.703131822993
1,no,no,50.0,3.0,1.0,3.0,4.0,168.0,157.0,350000.0,600000.0,Departamento,,,
1,no,no,0.0,1.0,1.0,2.0,2.0,63.0,54.0,,200000.0,Departamento,-34.469332,-58.520859,
1,no,no,0.0,2.0,1.0,2.0,4.0,177.0,95.0,,139000.0,PH,-31.4745825,-64.2623728,
1,no,no,7.0,1.0,1.0,1.0,2.0,40.0,40.0,8000.0,105000.0,Departamento,-34.0,-64.0,1138.1162201689413
1,no,no,2.0,3.0,2.0,3.0,4.0,551.0,122.0,350000.0,178000.0,Casa,,,
1,no,no,15.0,2.0,1.0,2.0,3.0,100.0,83.0,140000.0,250000.0,Departamento,-34.62264,-58.44104,2483.578936989784
1,no,no,0.0,2.0,1.0,2.0,3.0,66.0,62.0,340000.0,240000.0,Departamento,-34.6215987,-58.4235884,2288.8888888888887
1,no,no,0.0,2.0,1.0,2.0,3.0,90.0,82.0,283000.0,265000.0,Departamento,-34.58856,-58.43053,3063.6682942073694
1,no,no,0.0,2.0,1.0,2.0,,104.0,104.0,,,Departamento,-31.4135,-64.18105,807.9135241892659
1,no,no,0.0,4.0,2.0,2.0,6.0,600.0,150.0,300000.0,250000.0,Casa,-34.89255,-58.56888,
1,no,no,50.0,3.0,1.0,1.0,5.0,165.0,125.0,,310000.0,Casa,-34.5787523,-58.4983265,1771.1182100805365
1,no,no,0.0,3.0,,2.0,4.0,236.0,156.0,,270000.0,Casa,-38.00228,-57.55754,1977.947308325981
1,no,no,10.0,2.0,2.0,2.0,4.0,300.0,210.0,,250000.0,Casa,-34.6576509,-58.6836656,661.0701602888198
1,no,no,30.0,,2.0,2.0,4.0,300.0,200.0,,230000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,27.0,4.0,1.0,2.0,5.0,233.0,233.0,,230000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,33.0,3.0,2.0,,4.0,318.0,178.0,,235000.0,Casa,-34.6440859,-58.6754722,546.3648626619672
1,no,no,25.0,4.0,3.0,5.0,5.0,233.0,233.0,,230000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,35.0,3.0,2.0,3.0,,337.0,236.0,,245000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,38.0,4.0,2.0,4.0,6.0,370.0,370.0,,550000.0,Casa,,,
1,no,no,0.0,1.0,,1.0,2.0,58.0,51.0,,170000.0,Departamento,-34.5830604,-58.426571,3008.1127386518137
1,no,no,20.0,,1.0,1.0,1.0,50.0,34.0,180000.0,110000.0,Departamento,-34.5452262,-58.460469,3024.949873515674
1,no,no,0.0,,,6.0,10.0,462.0,462.0,,290000.0,Casa,-34.6267665,-58.3759302,
1,no,no,18.0,3.0,3.0,2.0,4.0,839.0,172.0,,310000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,35.0,3.0,1.0,2.0,4.0,182.0,172.0,592000.0,450000.0,Departamento,-34.5627,-58.45829,2500.6034269974834
1,no,no,45.0,2.0,,1.0,3.0,60.0,60.0,120000.0,88000.0,Departamento,-34.59542,-58.47156,1556.1425701669605
1,no,no,0.0,2.0,,2.0,3.0,90.0,69.0,198.0,147269.0,Departamento,-34.65582,-58.65836,1296.9881751645623
1,no,no,7.0,1.0,1.0,1.0,2.0,75.0,63.0,,79000.0,Departamento,-32.94682,-60.63932,1269.2998476243401
1,no,no,0.0,1.0,,1.0,2.0,43.0,43.0,,130000.0,Departamento,-32.9318271,-60.6516851,2030.388793596341
1,no,no,2.0,3.0,7.0,4.0,4.0,1000.0,250.0,480000.0,480000.0,Casa,,,
1,no,no,0.0,2.0,1.0,1.0,3.0,49.0,46.0,120000.0,110000.0,Departamento,,,
1,no,no,0.0,1.0,,,2.0,51.0,43.0,,178000.0,Departamento,-34.5640687,-58.4381273,2325.7440476190477
1,no,no,3.0,1.0,,1.0,2.0,74.0,56.0,140000.0,236000.0,Departamento,-34.5834248,-58.4338893,3037.852823564313
1,no,no,20.0,3.0,1.0,2.0,4.0,113.0,88.0,1.0,169000.0,Casa,-34.45761,-58.91385,770.1614175523803
1,no,no,20.0,1.0,,1.0,2.0,80.0,70.0,100000.0,185500.0,PH,-34.5627,-58.45829,2515.9811742502307
1,no,no,30.0,3.0,5.0,4.0,4.0,210.0,178.0,576000.0,285000.0,Casa,-31.6789,-63.87964,
1,no,no,6.0,1.0,1.0,1.0,2.0,54.0,50.0,195000.0,110000.0,Departamento,-34.84787,-58.52869,1038.3333333333333
1,no,no,20.0,5.0,2.0,3.0,6.0,733.0,220.0,,380000.0,Casa,,,
1,no,no,0.0,,,1.0,1.0,57.0,43.0,160000.0,150000.0,Departamento,-34.58856,-58.43053,3063.6682942073694
1,no,no,0.0,5.0,2.0,5.0,7.0,800.0,280.0,,580000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,100.0,4.0,,2.0,5.0,130.0,127.0,320000.0,298000.0,Departamento,-34.58333,-58.4,2749.4029033552633
1,no,no,43.0,3.0,,2.0,4.0,69.0,62.0,125000.0,100000.0,Departamento,-34.6309867,-58.4647847,1699.5109321058687
1,no,no,8.0,3.0,2.0,1.0,4.0,300.0,110.0,175000.0,215000.0,Casa,-34.6109497,-58.6801137,768.3606848545513
1,no,no,30.0,3.0,1.0,2.0,4.0,349.0,184.0,,260000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,45.0,3.0,1.0,3.0,4.0,345.0,250.0,,270000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,15.0,3.0,2.0,3.0,4.0,337.0,236.0,,255000.0,Casa,-34.6527091,-58.6707104,811.4546385525332
1,no,no,30.0,3.0,5.0,2.0,4.0,297.0,220.0,,215000.0,Casa,-34.636996,-58.6583103,703.0565436912166
1,no,no,,3.0,2.0,2.0,4.0,300.0,110.0,150000.0,215000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,50.0,3.0,1.0,2.0,5.0,315.0,170.0,,250000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,10.0,3.0,,2.0,5.0,315.0,200.0,,210000.0,Casa,-34.6340134,-58.6556605,735.0344947602426
1,no,no,22.0,1.0,1.0,1.0,2.0,101.0,47.0,347151.0,205000.0,Departamento,-34.58856,-58.43053,3063.6682942073694
1,no,no,0.0,3.0,2.0,2.0,4.0,607.0,245.0,,380000.0,Casa,,,
1,no,no,10.0,1.0,1.0,1.0,2.0,48.0,43.0,,112000.0,Departamento,-34.0,-64.0,1138.1162201689413
1,no,no,19.0,3.0,,2.0,4.0,400.0,200.0,90000.0,185000.0,Casa,-34.4597908,-58.7844316,
1,no,no,45.0,1.0,,1.0,2.0,33.0,33.0,100000.0,118000.0,Departamento,-34.58333,-58.4,2621.0579150102753
1,no,no,0.0,1.0,,1.0,2.0,50.0,50.0,,115000.0,Departamento,-34.6,-58.45,2218.3386652845975
1,no,no,0.0,1.0,,1.0,2.0,51.0,43.0,,140000.0,Departamento,-34.0,-64.0,1138.1162201689413
1,no,no,20.0,2.0,1.0,1.0,3.0,80.0,66.0,390000.0,300000.0,Departamento,-34.5627,-58.45829,2492.4016287956847
1,no,no,5.0,,1.0,1.0,1.0,46.0,28.0,193325.0,179000.0,Departamento,-34.9314,-57.9489,2281.5533980582522
1,no,no,25.0,3.0,,3.0,4.0,900.0,160.0,,330000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,4.0,4.0,2.0,4.0,6.0,896.0,250.0,,390000.0,Casa,,,
1,no,no,2.0,3.0,2.0,5.0,4.0,214.0,170.0,600000.0,432000.0,Casa,-34.4337225,-58.6497939,
1,no,no,15.0,1.0,,1.0,2.0,62.0,62.0,,50000.0,Departamento,-36.54131,-56.70105,
1,no,no,2.0,4.0,1.0,3.0,5.0,971.0,184.0,350000.0,335000.0,Casa,-31.61689,-61.93256,930.7843137254902
1,no,no,0.0,,1.0,1.0,2.0,58.0,46.0,,285000.0,Departamento,-34.60944,-58.36186,4784.746625923097
1,no,no,15.0,5.0,2.0,4.0,7.0,1015.0,246.0,320000.0,305000.0,Casa,-34.87835,-58.51054,1932.3623188405797
1,no,no,50.0,,,1.0,1.0,19.0,19.0,62800.0,41000.0,Departamento,-34.591901,-58.3961011,2578.3928258471888
1,no,no,50.0,2.0,,1.0,3.0,65.0,65.0,100000.0,150000.0,Departamento,-34.5430961,-58.4878145,2147.745901639344
1,no,no,0.0,3.0,1.0,3.0,4.0,136.0,136.0,450000.0,440000.0,Departamento,-34.626245,-58.447408,2291.9699994876573
1,no,no,0.0,3.0,,3.0,5.0,132.0,132.0,,350000.0,Departamento,-34.5865046,-58.3864456,2745.961309426208
1,no,no,0.0,1.0,,1.0,2.0,56.0,56.0,,96000.0,Departamento,-32.94682,-60.63932,1269.2998476243401
1,no,no,30.0,1.0,,1.0,2.0,56.0,52.0,4500.0,55000.0,Departamento,-38.00228,-57.55754,1994.1398022727124
1,no,no,0.0,1.0,,1.0,4.0,50.0,50.0,,52000.0,Departamento,-31.4434356,-64.1771539,
1,no,no,0.0,3.0,2.0,2.0,5.0,800.0,161.0,,500000.0,Casa,-32.9281019,-60.7827722,
1,no,no,20.0,3.0,,3.0,5.0,390.0,170.0,,210000.0,Casa,,,
1,no,no,0.0,4.0,1.0,,5.0,390.0,154.0,,215000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,8.0,3.0,2.0,2.0,4.0,324.0,187.0,,220000.0,Casa,-34.6539689,-58.6930646,772.64924334962
1,no,no,28.0,3.0,1.0,1.0,4.0,282.0,153.0,,220000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,40.0,2.0,2.0,2.0,4.0,307.0,209.0,,220000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,15.0,4.0,2.0,3.0,6.0,347.0,248.0,,220000.0,Casa,,,
1,no,no,20.0,3.0,2.0,2.0,5.0,310.0,202.0,320000.0,200000.0,Casa,-34.6276756,-58.6737682,1195.8569558129777
1,no,no,45.0,3.0,2.0,2.0,4.0,350.0,150.0,,210000.0,Casa,-34.6310414,-58.6565502,742.1736147309432
1,no,no,0.0,2.0,4.0,1.0,3.0,309.0,95.0,,220000.0,Casa,-34.6098975,-58.6824447,768.8299405179818
1,no,no,37.0,3.0,2.0,1.0,4.0,284.0,146.0,,220000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,,2.0,1.0,1.0,3.0,381.0,200.0,,220000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,10.0,4.0,2.0,2.0,5.0,285.0,180.0,,229000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,10.0,4.0,2.0,3.0,5.0,285.0,180.0,,229000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,5.0,4.0,,3.0,6.0,375.0,174.0,,200000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,0.0,5.0,,2.0,5.0,248.0,248.0,,435000.0,Casa,-38.00228,-57.55754,1916.9508621805467
1,no,no,10.0,3.0,1.0,2.0,4.0,122.0,122.0,,249000.0,Departamento,-34.41427,-58.65171,818.3895673042987
1,no,no,0.0,1.0,,1.0,2.0,70.0,60.0,,140900.0,Departamento,-34.6242715,-58.4474994,2471.9060046589566
1,no,no,0.0,3.0,,2.0,4.0,140.0,110.0,,235000.0,Departamento,-31.13544,-64.14059,
1,no,no,16.0,1.0,,2.0,2.0,70.0,56.0,,157000.0,Departamento,-34.5702673,-58.4311802,3388.2779804520624
1,no,no,0.0,3.0,2.0,2.0,5.0,572.0,181.0,,345000.0,Casa,-33.85,-66.38333,378.01468667878777
1,no,no,15.0,3.0,1.0,2.0,4.0,133.0,93.0,35000.0,270000.0,Departamento,,,
1,no,no,20.0,4.0,1.0,3.0,8.0,576.0,300.0,438000.0,420000.0,Casa,-34.49674,-58.63915,
1,no,no,7.0,,,1.0,2.0,55.0,55.0,140000.0,68000.0,Departamento,-31.4040408,-64.2154981,
1,no,no,,1.0,,2.0,2.0,65.0,48.0,,162480.0,Departamento,-34.6005973,-58.4459256,2221.145682828457
1,no,no,13.0,2.0,,2.0,3.0,76.0,67.0,190000.0,140000.0,Departamento,-34.5564937,-58.4814745,2026.1102621098453
1,no,no,35.0,,,1.0,1.0,41.0,35.0,6350.0,72000.0,Departamento,-34.6213877,-58.4465356,2607.1533914185384
1,no,no,0.0,3.0,2.0,2.0,5.0,809.0,246.0,,485000.0,Casa,,,
1,no,no,1.0,1.0,,2.0,3.0,753.0,134.0,,76000.0,Casa,-34.92145,-57.95453,904.7164786967418
1,no,no,30.0,3.0,,1.0,4.0,280.0,100.0,,85000.0,Casa,-34.6619248,-58.4062146,
1,no,no,0.0,2.0,2.0,2.0,4.0,222.0,129.0,600000.0,390000.0,Departamento,-31.3663414,-64.2565074,2285.714285714286
1,no,no,0.0,2.0,,1.0,3.0,71.0,67.0,,142000.0,Departamento,-32.94682,-60.63932,1269.2998476243401
1,no,no,0.0,2.0,,2.0,3.0,74.0,74.0,,129000.0,Departamento,-32.94682,-60.63932,1269.2998476243401
1,no,no,45.0,,,1.0,1.0,23.0,23.0,140000.0,78000.0,Departamento,-34.58333,-58.38333,3056.161783396883
1,no,no,30.0,,,,,756.0,400.0,,450000.0,Casa,,,
1,no,no,0.0,,,1.0,1.0,132.0,40.0,,162700.0,Departamento,-34.6,-58.45,2325.0810895270215
1,no,no,45.0,3.0,1.0,2.0,4.0,97.0,87.0,200000.0,193000.0,Departamento,-34.62264,-58.44104,2483.578936989784
1,no,no,20.0,4.0,11.0,3.0,5.0,300.0,250.0,,170000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,55.0,4.0,2.0,3.0,5.0,430.0,140.0,,159000.0,Casa,-34.6500407,-58.6653266,1296.9881751645623
1,no,no,6.0,4.0,2.0,3.0,5.0,330.0,200.0,,250000.0,Casa,-34.6704619,-58.6756544,442.19298792526547
1,no,no,17.0,4.0,,3.0,5.0,361.0,200.0,,220000.0,Casa,-34.6193998,-58.7092953,890.9186804756425
1,no,no,0.0,4.0,2.0,3.0,6.0,347.0,284.0,,229900.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,1.0,4.0,1.0,2.0,5.0,350.0,170.0,,186000.0,Casa,-34.6382545,-58.6609905,713.0686249162795
1,no,no,30.0,4.0,1.0,2.0,5.0,325.0,175.0,,170000.0,Casa,,,
1,no,no,40.0,4.0,,4.0,8.0,375.0,200.0,,165000.0,Casa,-27.5920781,-56.6950256,1500.0
1,no,no,0.0,4.0,1.0,2.0,7.0,405.0,205.0,,260000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,25.0,4.0,,2.0,5.0,346.0,200.0,,170000.0,Casa,-34.6526945,-58.6638965,1296.9881751645623
1,no,no,12.0,4.0,1.0,4.0,7.0,390.0,220.0,,189000.0,Casa,-34.6526945,-58.6638965,1296.9881751645623
1,no,no,31.0,4.0,4.0,2.0,5.0,430.0,157.0,,240000.0,Casa,,,
1,no,no,10.0,4.0,5.0,2.0,5.0,450.0,200.0,,165000.0,Casa,-34.6117935,-58.7060676,980.0555868815458
1,no,no,0.0,4.0,,3.0,5.0,400.0,180.0,,175000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,15.0,4.0,2.0,3.0,6.0,347.0,284.0,,220000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,20.0,4.0,2.0,2.0,5.0,449.0,270.0,,195000.0,Casa,-34.6462314,-58.6714173,775.3361222647077
1,no,no,10.0,4.0,,2.0,5.0,460.0,200.0,,185000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,0.0,4.0,3.0,4.0,5.0,840.0,204.0,450000.0,240000.0,Casa,-33.85,-66.38333,423.3621963120117
1,no,no,47.0,2.0,1.0,1.0,4.0,312.0,148.0,,127000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,0.0,1.0,,1.0,2.0,58.0,58.0,,190000.0,Departamento,-34.5853764,-58.4153712,2873.514917329445
1,no,no,0.0,1.0,,1.0,2.0,47.0,42.0,,65000.0,Departamento,-32.917957,-60.6802879,
1,no,no,50.0,2.0,1.0,3.0,3.0,101.0,96.0,114240.0,525000.0,Departamento,-34.58856,-58.43053,3063.6682942073694
1,no,no,0.0,1.0,1.0,2.0,2.0,118.0,48.0,,210375.0,Departamento,-34.5567538,-58.4900329,2001.956518517543
1,no,no,0.0,2.0,1.0,1.0,7.0,560.0,117.0,,132000.0,Casa,-32.9768178,-60.6587467,263.1578947368421
1,no,no,0.0,1.0,,1.0,2.0,40.0,37.0,116000.0,94000.0,Departamento,-34.6298815,-58.4007635,1465.5172413793102
1,no,no,22.0,2.0,1.0,2.0,3.0,258.0,68.0,,185000.0,Casa,,,
1,no,no,8.0,3.0,,2.0,4.0,134.0,124.0,,525000.0,Departamento,-38.00228,-57.55754,1700.5630432108787
1,no,no,0.0,2.0,2.0,1.0,3.0,250.0,106.0,110000.0,165000.0,Casa,-33.53536,-63.31722,717.3913043478261
1,no,no,0.0,2.0,,1.0,3.0,62.0,56.0,,125000.0,Departamento,-34.63333,-58.41667,
1,no,no,3.0,2.0,1.0,1.0,3.0,69.0,65.0,,135000.0,Departamento,-32.9221806,-60.6673058,2120.0
1,no,no,15.0,4.0,4.0,4.0,12.0,826.0,318.0,,270000.0,Casa,-31.3449773,-64.2608953,290.0
1,no,no,30.0,2.0,2.0,2.0,3.0,630.0,264.0,,120000.0,Casa,-34.86186,-57.91126,
1,no,no,54.0,3.0,,1.0,4.0,86.0,81.0,206908.0,170000.0,Departamento,-34.56667,-58.48333,2413.127947935765
1,no,no,8.0,1.0,,1.0,2.0,42.0,39.0,259000.0,150000.0,Departamento,-34.6166177,-58.3669582,5120.337758928023
1,no,no,50.0,2.0,,1.0,3.0,56.0,54.0,160000.0,97000.0,Departamento,-34.5922557,-58.4455051,2289.5359662292667
1,no,no,0.0,2.0,,1.0,3.0,63.0,54.0,,83000.0,Departamento,-27.83333,-61.25,
1,no,no,0.0,1.0,,2.0,2.0,46.0,46.0,,129500.0,Departamento,-38.00228,-57.55754,1916.9508621805467
1,no,no,0.0,1.0,1.0,,2.0,88.0,78.0,,74000.0,Departamento,,,
1,no,no,0.0,1.0,,1.0,2.0,40.0,40.0,,45000.0,PH,,,
1,no,no,0.0,1.0,,1.0,2.0,48.0,42.0,,120000.0,Departamento,-34.6365434,-58.4446722,1423.076923076923
1,no,no,50.0,4.0,2.0,3.0,5.0,373.0,250.0,,220000.0,Casa,-34.6694621,-58.6798347,551.9431173326126
1,no,no,40.0,4.0,2.0,3.0,5.0,449.0,200.0,,180000.0,Casa,-34.6462314,-58.6714173,775.3361222647077
1,no,no,10.0,4.0,1.0,2.0,5.0,645.0,210.0,,190000.0,Casa,-34.6704619,-58.6756544,673.6940450077179
1,no,no,12.0,4.0,2.0,2.0,5.0,516.0,167.0,,234000.0,Casa,-34.6071119,-58.6848208,812.2248106082121
1,no,no,,4.0,1.0,3.0,5.0,372.0,175.0,,190000.0,Casa,-34.6526945,-58.6638965,1296.9881751645623
1,no,no,60.0,4.0,1.0,2.0,5.0,375.0,150.0,,160000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,50.0,4.0,1.0,2.0,5.0,537.0,210.0,,220000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,6.0,4.0,3.0,2.0,5.0,330.0,,,165000.0,Casa,,,
1,no,no,30.0,4.0,1.0,2.0,5.0,609.0,200.0,,240000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,30.0,4.0,1.0,3.0,7.0,400.0,300.0,,250000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,50.0,4.0,1.0,2.0,5.0,537.0,210.0,,220000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,25.0,4.0,2.0,3.0,5.0,484.0,290.0,,240000.0,Casa,-34.6528736,-58.6607864,1296.9881751645623
1,no,no,15.0,4.0,1.0,3.0,6.0,480.0,220.0,,220000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,25.0,4.0,2.0,1.0,5.0,350.0,175.0,,180000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,0.0,4.0,,3.0,5.0,400.0,150.0,,145000.0,Casa,-34.0,-64.0,1138.1162201689413
1,no,no,25.0,4.0,3.0,2.0,5.0,534.0,230.0,,230000.0,Casa,-34.6056927,-58.6869968,890.20424115479
1,no,no,25.0,4.0,3.0,3.0,5.0,488.0,181.0,,250000.0,Casa,-34.65582,-58.65836,1296.9881751645623
1,no,no,0.0,1.0,1.0,1.0,2.0,50.0,44.0,,106000.0,Departamento,-32.928757,-60.663763,2423.715415019763
1,no,no,80.0,5.0,1.0,4.0,8.0,306.0,280.0,,290000.0,Casa,-34.4328229,-58.5708386,
